param_name,prior range,S1 range,S2 range,prior med. est,S1 med. est.,S2 med. est,2.5%,97.5%,% Converg.
speed_mean_s,727.836362488805,663.067212778758,563.512749691048,404.879050369688,393.915598661909,385.085882559202,87.838536044383,651.351285735431,0.225769996206097
speed_sd_s,885.604584895913,777.495558291283,619.163682992765,360.148981419656,341.200706440265,306.108390485838,65.3491803574558,684.512863350221,0.30085763606843
speed_mean_f,667.396838810525,564.965065506073,495.110009487332,317.054084429558,294.981639614839,282.359398578792,29.5976508150786,524.707660302411,0.258147505808167
speed_sd_f,881.721943245485,715.884796897424,560.445451957646,361.263089896825,360.291257844396,350.125265592838,123.182221842652,683.627673800298,0.364373931882957
start_date_u_s,117.237971220966,35.7812592003871,15.5046844260256,120.0161900548,97.7093651554064,97.0855046281871,89.1751316849423,104.679816110968,0.867750317882908
start_date_sd_s,88.4855500601588,27.5897592703661,13.4217429217879,36.0443646088015,11.2071271902389,5.37125050704867,0.287675903437322,13.7094188252252,0.848317121692041
start_date_u_f,114.984068524548,25.427679679136,14.4708913587765,290.089733965914,280.398908404751,282.153553817638,275.169039036282,289.639930395059,0.874148727345762
start_date_sd_f,88.3430939582118,24.1483053836632,16.356623729655,35.9598351922132,11.5771669819136,8.09912559657063,0.584260743925042,16.94088447358,0.81485113327147
max_mig_time_s,0,0,0,120,120,120,120,120,NaN
max_mig_time_f,0,0,0,120,120,120,120,120,NaN
bear_err_mean_s,39.2703805886846,35.4353647679696,32.1179778691429,0.0544950614996414,-0.178902569861506,-1.08465686380551,-16.9938627928831,15.1241150762598,0.182132248588459
bear_err_sd_s,66.2623911158219,45.395873212401,32.9692146690047,31.6000622228724,21.670245497601,17.0140756117368,2.16936806923134,35.138582738236,0.502444537333752
bear_err_mean_f,39.2145661560929,34.3305654980857,28.9772709524101,0.0206621543010592,0.040487661516503,0.775060711150534,-14.349475208394,14.6277957440161,0.261058484312523
bear_err_sd_f,66.547892100456,28.8500760544264,21.2670273475068,31.6996317864988,14.0904297519591,9.89898793055517,1.0287145636804,22.2957419111872,0.680425229466268
max_energy_s,3639.60898472246,3005.31555425138,2819.10755041456,2030.91462732218,2349.57847776522,2396.67675087006,1349.5112919324,4168.61884234696,0.225436698764076
max_energy_f,3645.23808247072,2853.91583868889,2785.17216728226,2032.16643428897,2420.18641910688,2562.82639335081,1452.52351472006,4237.69568200232,0.235942315900943
recovery_rate_s,0.333861182642379,0.301641068926286,0.289153655744192,0.158958067683119,0.189115053329161,0.1979037343652,0.0708353220822864,0.359988977826478,0.133910526957178
recovery_rate_f,0.333124466418638,0.30352982861979,0.291262894971979,0.158930476337886,0.199157262609179,0.223293270122255,0.100246700792462,0.391509595764441,0.12566345515448
season,0,0,0,1,1,1,1,1,NaN
start_date,0,0,0,190,190,190,190,190,NaN
goal_radius,0,0,0,100,100,100,100,100,NaN
mig_con,0.837987037623003,0.841623469078688,0.83952292388132,0.643938498951596,0.637711549874377,0.627356420873014,0.139563839366697,0.979086763248017,-0.00183282818153629
mig_con_type,1,1,1,2,2,2,1,2,0
migr_timing_lat_s,0.950016707245959,0.934879530221224,0.893080632202327,0.498757789144292,0.426814677659422,0.327871846966446,0.021149861626327,0.914230493828654,0.0599316565796896
migr_timing_lat_f,0.949604129296495,0.950033095898107,0.939430841995635,0.499339366098866,0.544015755178407,0.63836445659399,0.0374863318866118,0.976917173882247,0.0107131877242322
