param_name,prior range,S1 range,S2 range,prior med. est,S1 med. est.,S2 med. est,2.5%,97.5%,% Converg.
speed_mean_s,730.624212937248,696.621427538698,641.634254024136,404.255577779399,360.070963137512,291.319427061358,46.4329694815002,688.067223505636,0.121799903886782
speed_sd_s,588.349934353557,560.166119075324,532.294740333639,240.489665071078,219.568653557269,189.08959532976,14.9957485071127,547.290488840752,0.0952752617904309
speed_mean_f,729.281276841291,704.97085331583,649.097409651381,406.367577773796,360.670368125688,319.490546895844,48.2391534992501,697.336563150631,0.109949164658673
speed_sd_f,588.073897236746,546.344617734206,516.155929364376,240.286533008235,225.476154378396,213.918584599643,14.6210473415214,530.776976705897,0.122294099789669
start_date_u_s,78.2089865225075,23.7722187357628,16.663571400354,105.031751786206,82.2591319713824,80.0859735261747,71.1095578874725,87.7731292878265,0.786935336445531
start_date_sd_s,33.2520023506963,23.9784395305662,16.5934174294816,15.8242832173999,15.1166082079687,15.0947617870229,7.21570025481161,23.8091176842932,0.500979903270873
start_date_u_f,78.0965497322381,30.038099109807,20.9147092924477,260.044116675477,277.00372313,278.099899370102,267.042681576892,287.95739086934,0.732194195977212
start_date_sd_f,33.2613258658986,25.2568294880786,19.7486200832712,15.8688759201157,14.9889104516086,14.79728791969,5.14509297485748,24.8937130581287,0.406258783462429
max_mig_time_s,0,0,0,150,150,150,150,150,NaN
max_mig_time_f,0,0,0,150,150,150,150,150,NaN
bear_err_mean_s,39.2177934919718,37.5347098492528,36.1024802517482,-0.00184974459729516,0.705293745511366,0.857926804910855,-17.7558086468488,18.3466716048994,0.0794362191963013
bear_err_sd_s,59.0473199269216,47.75536353856,40.8011020277118,23.9872650830405,24.035134420791,23.8838265814003,7.81466748147253,48.6157695091843,0.309010094307274
bear_err_mean_f,39.2615303037667,38.9788414744892,37.2421293201742,-0.0250194797608913,-0.672913010578857,-1.28609606281824,-19.2519810406603,17.9901482795139,0.0514345968679353
bear_err_sd_f,59.1256477243676,55.1854766720652,48.5708578105563,23.9403115166672,29.9239008979284,32.3083199260528,8.70891376384932,57.2797715744056,0.178514575654472
max_energy_s,7665.09045387078,7543.9288145121,7613.2223197677,5017.96764166923,4979.0073115698,4824.42417513823,1126.38289202359,8739.60521179129,0.00676680000258767
max_energy_f,7683.56635845877,7562.21309778748,7444.73378103034,5008.44463482834,4811.04597407382,4673.71806441249,1214.93492659678,8659.66870762711,0.0310835575937349
recovery_rate_s,0.333868878854332,0.324583774690396,0.319998048691161,0.15852035854928,0.160616208714967,0.161246436468789,0.0298163616524235,0.349814410343585,0.0415457415820497
recovery_rate_f,0.331177497213552,0.320786884846861,0.312859888712744,0.15855510116632,0.14963949218689,0.140438033083601,0.024511651569919,0.337371540282662,0.0553105469270353
season,0,0,0,1,1,1,1,1,NaN
start_date,0,0,0,197,197,197,197,197,NaN
goal_radius,0,0,0,100,100,100,100,100,NaN
mig_con,1.90109469705494,1.88580793328583,1.81338371359743,-5.80530613660813e-05,0.0992549709044397,0.0636381595395505,-0.916534370277077,0.896849343320355,0.0461370933249069
migr_timing_lat_s,1.9007378520444,1.64121985901147,1.35318650328554,-0.00188397732563317,-0.412921894807369,-0.619087988976389,-0.963820037897676,0.389366465387866,0.28807304919504
migr_timing_lat_f,1.89818980143173,1.65941951051354,1.45166206720751,-0.00132806249894202,-0.0983623131178319,-0.0717290788888931,-0.78456045256462,0.667101614642888,0.235238717375587
