"","speed_mean_s","speed_sd_s","speed_mean_f","speed_sd_f","start_date_u_s","start_date_sd_s","start_date_u_f","start_date_sd_f","max_mig_time_s","max_mig_time_f","bear_err_mean_s","bear_err_sd_s","bear_err_mean_f","bear_err_sd_f","max_energy_s","max_energy_f","recovery_rate_s","recovery_rate_f","season","start_date","goal_radius","mig_con","migr_timing_lat_s","migr_timing_lat_f","sum_err","in_range_err","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52"
"err_add",300.135171565858,461.20551831698,231.678944865556,154.983025010367,81.1142864348351,57.7927214146545,222.102596117894,9.66193061534377,150,150,2.98871132472092,27.1036022517814,-3.17826844838476,18.515695366883,5298.5726262177,4859.48422523531,0.0489571791032595,0.145233904461676,1,169,100,-0.854649238288403,-0.406533958856016,-0.979024490341544,506.546581958508,0.873401442307692,2.15771294833806,2.55846752311771,2.69080151054881,3.35355633286952,4.25054488318213,5.17556333958933,6.75399588436445,8.40143218790368,10.1256858444273,10.3431637026578,10.4879708697268,15.0631352922436,16.9986931264119,23.4774849559772,24.0877743987594,19.7023715658188,17.0821967898798,14.7209315239636,11.8237272313006,10.0633025598288,8.93162773405179,8.29042921864991,7.81675088079318,7.35905355925775,4.27703342326137,4.17653982451945,4.8403034179016,5.34403047078618,6.42010337250785,7.3727611832873,10.3369223370009,13.4718959862285,17.5518798092602,19.6322602553522,20.6054101299748,20.9933784025208,20.4589989801634,18.5764857594983,16.8919448313605,11.9453312315661,7.73478797398811,8.19603636934389,5.21511842689497,4.89127711607237,5.25818521180134,5.52827437067897,4.33364329047753,3.07588977027773,2.19415445798235,1.87329657028588,1.82414613200732,1.81011898984591
"err_add.1",609.911578124109,115.972008402606,345.448610965642,197.437643065359,72.9069572758707,38.5971897003972,221.953448144788,49.8980093653139,150,150,4.23949023490975,20.7188166393447,-7.43644655646994,32.1042223082347,3832.8015477705,2565.06851056786,0.106784794038506,0.186689733488904,1,169,100,0.405256939586252,-0.750380309298635,0.509583097416908,488.882752319658,0.837851991758242,2.04487841367671,2.50930998325084,2.58879383613798,3.48023764093058,4.98041562737104,5.96535777311647,7.3563613180627,8.49328937804465,10.9834797714102,11.944991965336,11.4428737229402,14.3934904476934,16.0404457086766,21.9744581807325,22.5056590145096,17.6130465285357,15.1152110582375,12.5941792676797,10.1240857235518,8.73711941695656,7.49918463791645,6.32578394094723,5.56410397559374,5.14898035192537,5.16794836262157,6.47835615002733,7.8423051300321,8.83231342955101,10.0191771372878,10.6363694698417,11.7704896166769,12.9865187933071,14.8969473104059,16.1782015693944,16.7106632278533,16.9845585086852,17.3789584577741,16.1849784239791,15.3870714763468,11.5253814284131,9.49795864292196,9.76106954121211,6.05212897523522,4.91871808546186,4.64494115530794,4.66746705126299,3.92518212761268,2.96881372191141,2.18168458306479,1.94474382397737,2.04721893822356,1.86684949803541
"err_add.2",468.12428068061,62.9332125656489,201.887552850611,44.283541696096,107.535799512788,80.9254647851257,190.325364684778,51.2800291521145,150,150,-22.7816676972882,13.6448376651681,-13.7549957425344,18.2719977047964,4822.71416876546,3431.82155312833,0.00940793285514394,0.133927734700867,1,169,100,-0.674273631069809,0.546984548214823,-0.578513429965824,588.402463905994,0.775382898351648,3.84976163730582,4.11428744518085,4.41980886531196,5.42133523113965,6.24276482412524,6.6259460203443,8.10601963996281,8.34481699091742,9.77138334266117,9.77933386876838,9.19173193098524,14.3990879943142,16.7419017635673,23.2661598794463,24.2388747656499,20.1038131688947,17.4964669386203,15.6785910251389,13.679250861167,12.4327978571621,11.7080734336502,11.5431184648268,11.0719645108496,10.1339726993479,6.30727919469852,10.1444554402394,11.9404146480468,13.2299918502209,13.9966113743414,14.5954730562603,15.7962934321331,16.7406199925004,18.2966177715221,19.0026765440426,18.9800501782628,18.752225151071,18.3766849255157,16.7344186592281,15.522553859783,11.4403897946801,10.1065471065107,11.1280816787298,7.557068235252,5.94301888415476,5.98407767725718,6.25250746803357,5.35813266810098,4.18349948056363,3.50022564975278,3.29828288925622,3.37175221043372,3.50125092606379
"err_add.3",148.51804520635,382.569603574331,792.647328280537,97.1727099630502,145.090128793096,39.1061027170569,231.917103904109,19.6551182506559,150,150,3.08183099716619,4.75932227077001,1.2387098280391,0.628602123733856,6672.99177699579,5323.01040319812,0.137998338732704,0.243314860555994,1,169,100,0.321679115761071,-0.582299585919827,0.784331730566919,502.847674155312,0.899611263736264,1.92517952071089,2.02217025573836,1.80078471204096,2.19942844593743,2.91377333997128,3.20885806395109,3.61830728527831,3.52613998796453,4.19647285158578,4.40421935809799,6.99887652084655,15.4826391667354,18.22049354981,25.3090301168359,26.4009800841084,23.1638691329066,20.9921551924614,20.4909172514429,19.3516427138003,17.7344415667443,15.9205977781614,13.8456900386517,11.8945034563118,10.2359729485697,4.14366810518064,4.23472236568331,5.17508796828294,5.84997917055167,7.01833587372767,7.60634918389182,9.1444677624749,10.9917409892462,12.8041871621289,14.6343160924557,16.7829633612566,17.6923996499678,18.689169955504,17.6532219959503,16.4436258479422,11.7634842968856,7.341818672911,7.06546708251056,4.22513645305936,4.32651815690848,4.58688363425594,4.89047969258262,3.99925415149366,2.91433736298082,1.96065758593561,1.71001640202461,1.66576703369071,1.67647480716603
"err_add.4",112.849130557929,473.708948723165,201.830833474386,484.755989925314,83.0990421147454,48.5035140609713,253.73579600125,36.4621949592014,150,150,4.74802086355595,8.29448332648393,4.44452912753409,32.6644539463542,907.220493599805,8235.34622065852,0.234323323098949,0.13261144350469,1,169,100,-0.31803421722725,-0.853097972460091,0.822285870555788,440.204676372494,0.887179945054945,2.49493370270568,2.79899895470058,2.90076785693942,4.0311548415832,4.83367264656118,5.26341755318609,6.62710255543041,7.45312003595371,9.12165681774354,9.65279856761415,9.68986190296688,14.7961926039404,16.416646992057,22.2823597169504,22.6311219233707,17.5429740168087,14.7687087208419,12.1453555441462,10.307090684289,9.23230563029401,8.17861844786432,7.06688431129969,6.32312728841407,5.64279058133903,3.80811958557986,3.95203685898378,4.7114420663484,5.69366571538483,6.85367118139648,7.28601625382433,8.2319143147553,9.32872976519189,10.5273264338529,11.8995213782795,12.9900543754291,13.6010238570561,14.050805039916,13.5575500138132,13.9999128304411,11.0925866464773,10.6784965470238,11.0045352399711,6.51731848454171,4.69656600276912,4.65425907113558,4.68964411600997,3.45120917288824,2.48763946556418,2.04421081335342,2.00517727480827,2.12622681433927,2.06335515635866
"err_add.5",356.960498443145,414.558291284668,375.005372641458,57.4214342947806,108.479684557211,64.4337395725488,261.932972825018,116.604316714635,150,150,-8.93455115968296,45.076158219982,24.6834002974424,44.1830030515895,4139.27136571835,3086.20885240452,0.061967347033361,0.32261044390368,1,169,100,-0.463896133005619,0.490626134909689,0.0429775239899755,595.63248021027,0.720191277472527,5.27066786772929,5.46733118140087,5.63550110938537,6.73633633134093,7.80610290760027,8.77520161887518,9.98250064156653,10.7998124578737,12.0463394347426,11.6605663758977,11.2649567869939,15.0826879616781,17.2380739159733,23.8390526656498,24.5885512457688,20.6453617938935,18.6391042635717,16.6308830201952,13.3971534697173,11.1961942068669,9.68173332093444,8.3556146759665,7.31440094837273,6.47151480126765,4.75347439814694,6.57831334598849,7.82110732851568,8.75655203951307,9.37385215324097,9.65500913976132,10.2880862040836,11.3246611647736,12.8464380547978,14.2061444142497,15.3252894455935,15.7735089921587,16.3094873368605,15.3221003007105,15.3146080700303,12.6529721617067,15.745010272392,17.585919780785,14.1522371746432,11.7324043297608,10.8273638206928,10.1277498574905,9.40940378436454,7.74592295772078,6.64452314904711,6.00979152299357,5.58907396070098,5.23583204628491
"err_add.6",808.367985906445,66.1270300933782,299.454732676234,61.0619719895678,53.4888632281478,21.885640741758,167.268274490449,93.8419919808163,150,150,3.21326575080402,45.5518389480579,1.47492176784667,23.7524191675778,3784.30154431461,4801.59079136204,0.102144704260668,0.0950983847311167,1,169,100,0.768800540827215,0.0666957036592066,-0.635894882492721,607.998703425609,0.737585164835165,1.80087715298044,2.10561628703468,2.50135160511753,3.92943890207132,5.93940311650972,8.02289969930988,11.238396176827,14.5946086984254,18.7288151782224,20.5690747142501,20.0143371845286,20.7558917873613,20.5721748472099,24.5243461510338,24.0128224404169,18.1803482932055,15.3831793428058,12.038679561999,9.24825997168468,7.38397050469504,6.0692092326631,5.08420937005045,4.31043568920328,4.03067940245911,9.35994241074105,13.6505217420487,14.747426664674,15.6614196854096,16.0950997861224,16.6048145661155,17.5899187019583,18.3807309764266,19.7531487986934,20.3872629482388,20.6288213455638,20.0625472857148,19.5508585815508,17.9292241786715,16.2242959354592,11.7184203795192,9.18018389900366,10.0640185046899,6.79318505550375,5.58496659901562,5.42805675345103,5.71318093936388,4.61965682136902,3.24850383437133,2.29153457642792,2.05425259495506,1.87541266505698,1.76227188542835
"err_add.7",674.481686876127,501.288917606426,407.053019616176,399.051557139369,140.952910125246,30.0836267771063,351.931506439526,1.43546582109199,150,150,-8.23583552817092,24.2136498411298,9.00228268971052,30.5728357811435,5442.52980330651,2028.14469868151,0.190681290712026,0.337716695388575,1,169,100,-0.956384516321123,0.676583806984127,0.858647101558745,734.153941181403,0.686308379120879,1.88830399459277,1.96653665605479,1.82206172363676,2.21631735927397,2.73379682350344,2.94521020058921,3.29147978029397,3.27803084626691,3.83106936145354,4.45029857824051,7.21204414017918,15.7930791139403,18.5938473303146,26.0531276726831,27.8959459954033,25.8489214090905,24.1265580237651,23.7981978428893,21.5174498407466,18.4401540554649,15.3794454647538,12.1556368453797,9.54173614188405,7.64611183905207,4.37325273611882,4.349170450564,4.91077586246406,5.39726433538791,6.22411742949529,6.56776016749626,7.79849514555635,9.024603346964,10.7883094830316,12.3248390310978,13.6607264850463,14.2032197406821,15.1667615312262,15.2829677603679,18.6514532228895,20.0331821917516,28.8450226505109,33.9819282861781,31.2275408754146,28.5578951689182,27.8007849004996,27.2872830717085,26.1175193419118,22.6782728145761,20.1482921505633,18.7706697607859,14.0079537356977,3.54851846504638
"err_add.8",465.971255808842,543.670120267004,1041.92221750527,559.029635921663,36.2362472190139,20.9928573300636,196.664613907343,20.5742486677763,150,150,6.12415101800833,42.5439213878335,1.92290046322178,14.5585993641133,7156.31864495605,4535.71664974965,0.00413444832158316,0.20206085358316,1,169,100,-0.316833344753832,-0.291917019058019,0.422946565318853,655.083984705074,0.734361950549451,2.5261002372394,3.35462197652022,4.10292851797071,6.66375178045559,10.1772434011361,13.4598739645472,17.3523589005034,20.5104383909339,24.3242179547399,24.9324165004039,22.6164794088665,21.9934946633387,21.127671051354,24.6399994133474,23.8074854054463,17.8998724312587,15.2772052569879,12.6874486584275,10.1015789849433,8.44830158553428,7.68554591647168,7.30613669650337,6.81552413991592,6.43423048615767,5.62734488158385,7.53558750340585,9.53443756244346,11.9887867584205,14.7137527371357,17.0336541811619,19.5727611105372,22.0315214624345,23.9779303389947,23.6980597393515,23.1139332662103,21.8607071364243,20.7554048367173,18.8070095487748,17.1487307908525,12.1604147648134,8.59862873751385,8.22107891698288,5.15469618934014,4.49978346786174,4.86347683916257,5.20788976459001,4.24400279103232,2.97988401045615,1.98650172745126,1.68815028516434,1.84130778254092,1.99362185071215
"err_add.9",660.392943168632,656.654734813026,563.431736452754,166.056502953776,141.817825610455,60.625726208516,268.88913498654,35.7437572767928,150,150,3.46143837096507,51.768680679715,3.58954598625825,15.5212372218459,183.364104226995,4507.66786123151,0.180054905119477,0.217713644890201,1,169,100,0.0947490548714995,-0.595683787949383,0.760297078173608,554.127189552642,0.848255494505495,2.13232163989907,2.36289768750001,2.22132510681064,2.67939197858774,3.30940616863452,3.65647047676788,4.37543814513047,4.29770005389601,5.27978512295191,5.6641445953904,7.55161034304614,15.5112329737269,18.1700407009329,25.0783894913225,26.3112292908906,23.4426266617741,21.7846896429425,22.9628224173137,24.2938402277472,24.255925436226,23.8633034213395,22.8841054802883,22.2049755507212,20.9313265138543,4.39016226223488,4.24366041657497,4.82489944520849,5.45316046488736,6.71072378834526,6.93060871429439,7.80635348688795,8.64989096296331,9.94636728290951,11.280340075682,12.6349396218682,13.1356483266684,13.88193433488,13.6094419525339,14.0755654198236,11.7307103700008,12.1502861662683,12.9328249508327,9.16317767021883,6.72705160081393,6.29717901605561,6.00993893976308,4.75439951933292,3.38019536771655,2.27151806490957,1.99968030788131,1.99854320766996,1.91298868772171
