"","speed_mean_s","speed_sd_s","speed_mean_f","speed_sd_f","start_date_u_s","start_date_sd_s","start_date_u_f","start_date_sd_f","max_mig_time_s","max_mig_time_f","bear_err_mean_s","bear_err_sd_s","bear_err_mean_f","bear_err_sd_f","max_energy_s","max_energy_f","recovery_rate_s","recovery_rate_f","season","start_date","goal_radius","mig_con","migr_timing_lat_s","migr_timing_lat_f","sum_err","in_range_err","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52"
"err_add",188.85878639912,342.116658719966,679.683992453744,252.66782070717,70.4721891423883,6.26506345256938,217.797597531359,79.652357006773,150,150,-19.8120316741552,7.25317034230331,3.5568792679711,34.9363183202406,4925.48920981227,5620.03198729122,0.0230328654567129,0.240087375909104,1,169,100,0.185291037429124,-0.37235914869234,-0.603403395973146,519.980790636001,0.802676510989011,2.27875711515786,2.45680879697374,2.36014980060102,2.92693758911499,3.46877838460549,3.57051198918535,3.94245350651831,3.43485203842714,4.46258111223507,9.49242572080344,15.8533978649177,19.9763136203974,19.274964309172,22.8255671212575,23.1699535746774,18.2269905480735,15.5084368695264,12.4223094266796,9.38353792187377,7.37264644611167,5.97309611064727,5.01583796703667,4.21516339914722,3.93345126962496,7.1069707053961,9.46744100859103,10.4347528511931,11.4802659629026,12.0527959903238,12.9077552817322,14.26246804798,15.4092375835988,17.4464373118349,18.5917235695947,19.4358339113134,19.5771358796762,19.5111235419735,17.9289183320338,16.6385451824685,12.0002085146983,10.9528014698184,11.1077748755021,7.60503325947933,5.72473895294685,5.45431970535262,5.48078886412419,4.64754893764774,3.5465179448739,2.71510055324805,2.43044937823367,2.37607676267954,2.14210375401867
"err_add.1",329.772723662153,284.385237421173,191.579532488274,377.864957664143,101.452641837647,22.7756876479853,291.41767542872,18.6372398958961,150,150,5.56533302524838,15.4163158757923,-14.41740220203,69.3101294124259,6019.30696095236,4616.56455976427,0.0523013221129159,0.221054368653087,1,169,100,-0.489374328870326,-0.37468312587589,-0.0268276310525835,521.727108001036,0.830683210166808,2.35072009125669,2.49206329208401,2.43427644285876,2.77272650302183,3.11793794704704,3.38505111623131,4.13261018029141,3.9967818396293,4.39901392891313,5.23222084962529,7.29507661162154,15.3352468021044,17.6151911925306,23.8618688336455,23.8309949632625,18.9603759278083,15.8886676345805,12.8220153904068,9.81546697091242,8.16304373474234,6.80171553176038,5.91447406482897,5.12197872471691,4.87316332613665,4.80868516414981,4.96600858169431,5.49105393018471,5.96883141614835,6.71250749822262,7.08455972231504,8.22880271004147,9.27242531660146,10.9623475677484,12.4348264471112,13.8166896348694,14.415938205575,15.1348560045186,14.8457869752931,17.465086570421,18.4314761028694,25.3000516077239,27.8725077820071,22.4905571757488,16.7320128600213,13.4508104045242,10.7779959379526,8.00108013625111,5.10714649321918,3.59395235019903,2.87136774231826,2.61770521228468,2.25935655100578
"err_add.2",361.369638586727,236.541802471478,497.468272141622,81.638340331437,163.830685194964,34.5727070942178,260.329773329035,26.2483047942993,150,150,0.0215943789825668,44.9687094685568,10.6017361051681,24.0336223754642,6170.29314838569,5108.43980347516,0.138891471215994,0.11118229859073,1,169,100,0.000745618715882301,0.211434298660606,0.656568969599903,530.178031927135,0.879307692307692,1.92592526326277,2.12251491137177,2.04032643511484,2.63960914776546,3.26822274253048,3.35796323104497,3.82374629716575,3.49919546698532,3.86943892656273,4.25868257447949,7.21736973929788,15.7239581533242,18.5917214979329,26.0138279150578,27.903974692296,25.680046046787,24.1094671063536,24.764805056309,25.0780697201544,23.7985040406055,22.00388409884,19.8413021132101,17.6537500904723,14.9398614595874,4.13546987398735,4.18683239705031,4.85731831378007,5.41421652944872,6.19718557148666,6.57924590821868,7.52402877163914,8.66997711960916,10.4326556667997,12.0326633171761,13.2165414035437,13.9335702150789,14.8917082025216,14.3071969605415,14.3719952658776,11.3286464516764,10.0528485486636,10.0945502638699,5.92683628636634,4.61891665718109,4.75794016360624,4.81352010781486,3.7885989311,2.82394082897504,1.95758825706057,1.69309716941254,1.76931924529002,1.6754567728478
"err_add.3",399.138767912509,50.4509872082825,79.8089033425237,96.3895548615629,247.698161485139,26.2449340567039,270.347900015566,15.6265308021,150,150,-7.40650860153854,20.3755202315072,10.2373067815439,11.4905968230543,6738.67840043072,3506.73300629807,0.257917291307119,0.215835177271697,1,169,100,-0.94728557439521,-0.362932544667274,-0.787371916230768,612.133623640433,0.792958791208791,2.35633915341116,2.46215202497244,2.46692907814073,2.96631220356473,3.79307403936765,4.04157927689963,4.64853765997395,4.58174937220267,5.06450494154913,5.09672760318906,7.31667118447362,15.6791322904409,18.4004706558248,25.692790920631,27.3699435941067,25.1407252315199,24.0292379074183,25.7805965499714,27.7411163234796,28.0083909113666,27.897548595082,27.3376537916935,26.7727887915046,25.9484244538369,3.9775162498776,3.936321629123,4.73084184540174,5.2743109370956,6.33064815162936,6.64554896475956,7.6716889673629,8.72132098510923,10.3153512359206,11.9049652721131,13.5829760349063,14.5409428064196,15.3272115802369,14.8774125440376,15.5692034054314,15.0669202269551,17.2921178940206,18.1177030531229,12.0656596432626,7.40342435854483,5.98540967640753,5.44264684104059,4.39885999193047,3.19711126836192,2.45327513231718,2.30900241349198,2.24575631171484,2.15607966521692
"err_add.4",251.556072767941,135.322572905091,503.754311252124,182.431412287351,105.998528557647,46.7659094219307,281.209808809253,2.04057617981383,150,150,-2.4823050725906,9.13850329664777,4.61663361467738,11.4287034500166,7475.78786495199,6231.98821275464,0.21527755862762,0.301548380116152,1,169,100,-0.786132097709924,0.380386700388044,-0.427347417920828,460.392058394217,0.866409340659341,1.71579077490517,1.99958464380596,1.96747231453417,2.54952622846954,3.16507590736493,3.77091860469842,4.54858896799414,5.08796107778179,6.12728640678767,6.64573303624358,8.07643061881694,15.250452488522,17.7518268856652,24.5741583249819,25.5356262376676,22.1544480217055,19.7001605543174,17.5446617043116,13.9304633314383,11.0528558506193,8.98988555974638,7.71679490986975,6.75776231050956,6.03023158382087,4.02364168909719,3.90226756889061,4.39737698962272,4.98859554784374,5.92966384235047,6.30170672166823,7.62332436912846,8.9073528684254,10.475512700943,12.1703679122281,13.5253217900052,14.0281453661954,14.953155155597,15.0681466382382,18.4034480418645,18.9620146930037,13.0286944545381,7.73029155605614,5.135645158179,4.92266813470307,5.0504397303073,5.11300328944641,4.23891855641185,3.01305946884203,1.87609442877155,1.33918714570213,1.28593772917562,1.35438050240406
"err_add.5",260.173509747373,209.61970659615,705.99138913376,197.984380665544,128.595314049171,34.8291202596487,306.21147653383,19.0507457678978,150,150,-4.98879271859401,22.8520641978394,12.684589877179,18.7535056238834,6455.76553797886,1113.07671823296,0.012783441677301,0.134673097182784,1,169,100,0.565260381437838,0.160959754139185,-0.0955558069981635,580.689620297622,0.809201236263736,1.74310942405327,2.03277239238511,1.83684963071013,2.0719867936096,2.71592434944038,3.06582356051991,3.84170025476175,3.7058430450876,3.96954579328126,4.18575973490487,6.85684177417658,15.5235572037483,18.2461772060723,25.1097100934196,26.137285924201,22.3162288186299,19.8010971424343,18.5357681690459,16.5196247246999,14.7812930816887,13.3139681703614,11.6921536897028,10.3606504404283,9.01462790289802,4.30861153515375,4.25127920934583,4.67815670543731,5.11536722009636,5.99783192550236,6.44568054799777,7.70277997705754,9.07885385021403,10.8989727137526,12.2997203219747,13.4629060397745,13.9955851967925,14.9402871311361,14.9399635693052,17.887361646584,19.2550686026425,27.1232656803852,31.1801464121442,25.9591068653813,20.1724360405288,16.339864624145,12.9410944835759,9.27232425580523,5.42898484919719,3.56649288644617,2.37015261933541,2.03358915617542,1.66543691147462
"err_add.6",166.247817116491,5.7943531581254,264.328336765797,157.433245352689,123.712132952825,45.3516245102176,313.473021640472,31.8350464483295,150,150,7.73587388942448,6.49492706602448,-9.7121586554368,9.28516980740409,4263.2001056768,3738.26483390656,0.192816616451448,0.276304574688523,1,169,100,0.745626179501414,0.185827828012407,0.899646163452417,586.198111026552,0.780797733516484,2.56195472743795,2.81218494274359,2.70077570943768,3.28109896770692,3.81167043059842,4.20704502394069,4.79701041786169,4.66050334315535,5.90695773255664,6.52981001944522,7.96763733656464,15.4478909990284,17.7421814223973,24.4502871576486,25.1692654261719,21.2268971073775,18.9170317066654,17.7450072039071,15.8511362171504,13.9947569506959,12.5190714515461,11.0688448558964,9.7338882575142,8.11648210532688,4.16218703286809,4.27931542031349,5.1216295741512,5.72558005542074,6.67215106665564,7.06219388651017,8.0376692206451,9.08474138576364,10.5400747069312,11.7695839104796,12.8548800373827,13.3035791432795,14.1822111097806,14.2323964363823,17.2266627533151,18.5744813421923,25.3971164104289,28.3928666528644,24.0734406173558,19.6328073364552,16.5937648343677,14.0651018689611,10.8117666226207,7.87617717031299,5.45956954644633,3.91626249099098,3.23127183508337,2.6992390458182
"err_add.7",375.495921070732,70.507150195438,458.845915858566,91.1820085417227,47.3155194777761,18.6791126863576,229.530655514853,10.9584223094559,150,150,-0.246511312283268,11.5484814018083,12.8133214730448,20.8115616849519,2522.88339295136,2381.47924971297,0.196766778501677,0.185908906967955,1,169,100,-0.323969232849777,-0.934728543274105,-0.0575774163007736,535.981059982932,0.832115384615385,1.73543988924865,1.94684063665023,2.23349729927438,3.44169690518309,5.66341844972158,8.53378823734823,13.0635054678186,17.2238110821784,22.0868060786289,23.8976850910587,22.1078455923247,21.1157821991152,20.7476982057238,24.4200545359763,23.7965134173767,17.9654502962098,15.0820910234214,11.9155030270242,9.42429927507002,7.74140916232111,6.74864184465261,5.80622691195331,4.94271527898049,4.73079251908625,4.6909371845678,4.75274236114333,5.61297089319394,6.29154381270474,7.24403294635547,7.6408545562326,8.57964566567261,10.0156650233092,12.9700215330032,17.0473667281176,19.4501347198552,20.411799402295,20.389894075359,18.5085640128808,16.9369800853687,12.1081779842522,7.12073408167077,6.74198615022304,4.11654609777013,4.82478831291497,5.25934820873324,5.48781742578377,4.25930972070768,2.94077030342024,1.87455103354848,1.47122780035266,1.35327182616842,1.50786561098105
"err_add.8",280.803939030935,315.864595534897,187.63010172494,103.415864117074,151.036568459305,72.4058478907058,260.811955214437,23.2504034379674,150,150,-16.1498525339864,4.5123624312589,2.68521820156045,49.8104275421257,5925.69670753764,7997.02658039948,0.18339136304626,0.0668853031033119,1,169,100,-0.247250011656433,0.711698081810027,0.0438554231077433,526.212788154521,0.842763736263736,2.3511286597067,2.48290564867589,2.67627661451496,3.18170654852275,3.78771100565674,4.1749586643789,5.07400512677451,5.65536431370665,6.7267035437874,6.91941333038308,8.34049334533936,15.6470978504002,18.0998051557864,25.2118246222086,26.852218126246,24.4400908079011,22.6381799626838,22.5660906584579,20.9622903828667,18.9865721713911,17.0977791152747,15.4407371311509,13.7982333506035,12.5045729990861,3.90786583323235,3.80673664905852,4.56635770395309,5.18625450944738,6.19047272804535,6.51272569441499,7.57762460292597,8.73499031738367,10.3724312625802,11.7552639548255,12.6163917412773,12.8205708699737,13.5315284718743,12.9224825386075,13.2353405035385,11.8180126169306,14.8677467434125,15.296887391942,10.12694172312,7.06025300006455,6.52409060664912,6.01026529302846,4.50418338164603,2.84623564976224,1.95621687886266,1.82890380555506,1.96706259064853,2.05279195625773
"err_add.9",258.557731040713,9.090521651964,823.297893654865,273.662008238271,154.263797413229,34.1804820386078,226.241190300416,38.8580010453127,150,150,-0.85144507197566,10.1977210640585,8.99932159653793,45.1611778990431,3128.1065926997,1757.76128537346,0.150035108316135,0.137697601425282,1,169,100,0.266900793183595,-0.443481507711112,0.0909123942255974,541.192824411954,0.860790657843893,2.05144091008309,2.21868256171229,2.02812081577363,2.52809260601849,3.15852878620576,3.2829904932621,3.72334424748237,4.01420641718273,4.65651243328928,5.05341131542865,7.52936615425306,15.9163505249914,18.3930531616791,25.5309669290202,26.9259700257682,24.3196684410907,22.5053907554131,22.5428354609782,22.1697090101003,20.3125903171043,18.1687086760243,15.934664562944,13.7267570608802,11.2167439804324,4.46130489494228,5.23500310289242,6.62932438683426,7.50275242995155,8.67093426911048,9.35536350631524,10.5147556716595,11.6597816013764,13.6412560349758,15.2260378035717,16.02193135234,16.7601945329333,17.1525701767252,16.1033387800442,15.294416131544,11.7073709966618,10.5157615559437,10.5063891760675,7.14775966195803,5.03652744425986,5.10238743806372,5.16678864260836,3.81831582007391,2.67913011595105,2.17245974977304,1.78762993800991,1.70306108862775,1.71217246162093
