param_name,prior range,S1 range,S2 range,prior med. est,S1 med. est.,S2 med. est,2.5%,97.5%,% Converg.
speed_mean_s,883.961865934798,695.504846883497,539.01660362386,358.956274165479,282.011835073385,215.675567128491,13.6699727575353,552.686576381396,0.390226406368961
speed_sd_s,887.533347914827,745.48869218931,594.642496402757,361.293609129709,285.595025230221,220.271098442898,23.3559482663383,617.998444669095,0.33000546086543
speed_mean_f,885.313224088139,597.333447632455,394.483400559235,360.808287914516,217.827031821628,143.762410746367,10.1984357916029,404.681836350838,0.554413748912937
speed_sd_f,883.014820163683,688.34920680169,489.425002337798,360.654086376447,239.571588544443,164.736111303598,11.0749609270906,500.499963264889,0.445734101895284
start_date_u_s,169.370954295942,39.3161909303486,26.3382737088636,105.42209961765,92.779400035163,91.3047450026667,79.1625069405671,105.500780649431,0.844493562557115
start_date_sd_s,88.5658034981982,29.5478192989516,20.4157977130755,36.1054735006997,13.0683848890173,9.39620673470583,0.541054689730156,20.9568524028057,0.769484418289155
start_date_u_f,173.218463957825,43.104057524025,28.386723835546,244.434248299154,250.126306271541,250.424165418902,235.09840899631,263.485132831856,0.836121836050586
start_date_sd_f,88.415129936695,31.1136143801964,23.9447554838432,36.0490275042766,14.419034869172,13.9818735732552,1.90945267246921,25.8542081563124,0.729178077315641
max_mig_time_s,0,0,0,120,120,120,120,120,NaN
max_mig_time_f,0,0,0,120,120,120,120,120,NaN
bear_err_mean_s,39.2153277377363,39.2092948875391,36.9297585934927,0.0348841165870422,0.0475419047884688,-1.47764988018653,-20.2914925376186,16.6382660558741,0.0582825460373313
bear_err_sd_s,72.9298517931064,60.9327241637866,55.8278692590384,40.4448159502928,33.2247411874836,28.8570284473197,4.1792716424223,60.0071409014607,0.234499071554188
bear_err_mean_f,39.2178080467787,37.3177964947909,33.7756837498875,-0.046654219813785,0.666031413826758,1.50773651142792,-14.5925218303139,19.1831619195736,0.138766661573738
bear_err_sd_f,72.4052481459416,59.5115079429198,52.7608202277087,40.6608263815702,31.9954426766289,30.2849767701337,6.0718941267223,58.832714354431,0.271312210388909
max_energy_s,7282.66696110218,7383.94769357138,7431.46555589272,4048.68731303066,4177.74688765601,4152.80180218959,627.470890480073,8058.93644637279,-0.0204318823839256
max_energy_f,7278.81133476531,7453.60179812666,7371.34900594996,4054.58214932408,4205.28767477778,3951.70361027064,498.475593922117,7869.82459987208,-0.0127132943730355
recovery_rate_s,0.587333231243261,0.569490167736948,0.554994783822387,0.239442860530707,0.269801920983866,0.277183631607717,0.0490812632848986,0.604076047107286,0.0550597951905764
recovery_rate_f,0.588745177837346,0.585036011798237,0.574408069617221,0.239689719433978,0.266592103616345,0.265337294541323,0.052818004700802,0.627226074318023,0.0243519756251586
season,0,0,0,1,1,1,1,1,NaN
start_date,0,0,0,169,169,169,169,169,NaN
goal_radius,0,0,0,100,100,100,100,100,NaN
mig_con,0.951602589874528,0.94903086591512,0.945174424652941,0.500216570449993,0.488148232921958,0.469356804387644,0.0217328141443431,0.966907238797284,0.00675509429039534
mig_con_type,1,1,1,1,2,1,1,2,0
migr_timing_lat_s,0.948335058765951,0.935619910713285,0.87633262167219,0.498644793173299,0.417025770293549,0.313608183292672,0.0165781026007607,0.892910724272951,0.0759251030827189
migr_timing_lat_f,0.951373076817254,0.933170484611765,0.826006417046301,0.498763527371921,0.665376182179898,0.8239404221531,0.164443036192097,0.990449453238398,0.131774445615339
