param_name,prior range,S1 range,S2 range,prior med. est,S1 med. est.,S2 med. est,2.5%,97.5%,% Converg.
speed_mean_s,726.549612106231,688.354227713342,649.044872649464,406.789941128794,425.531438851917,423.867726069087,128.787255141925,777.832127791389,0.106675082011378
speed_sd_s,589.111614243145,600.666624679347,590.897192007163,238.962210962429,251.149587664327,255.52152981667,25.5800416122177,616.477233619381,-0.00303096683352932
speed_mean_f,726.105833102385,674.006525439736,596.648512783208,405.857272570481,370.314083416501,318.66052129971,75.5681825806225,672.216695363831,0.178289877890188
speed_sd_f,590.667623024374,548.79271450346,496.22327390246,239.82905888368,230.428850797455,204.856876324081,12.6099336083355,508.833207510795,0.159894237368784
start_date_u_s,117.655910270949,26.5599602384316,17.6911695152669,100.097489797424,107.329310930601,107.96441275742,99.4122954914358,117.103465006703,0.849636372074076
start_date_sd_s,88.5250746378891,22.8523361091093,17.3602623692514,35.932740143945,11.0611158748104,9.51161750897415,1.23403253589848,18.5942949051499,0.803894405734608
start_date_u_f,117.828068182613,28.020703412558,19.111269749327,229.750703290868,240.565263472468,240.765218146937,230.67758620528,249.788855954607,0.837803758950644
start_date_sd_f,88.3481321129843,25.1938132751853,16.5725861759867,36.0522328957812,15.974483646131,15.5378015602143,7.89389872068894,24.4664848966756,0.812417243244116
max_mig_time_s,0,0,0,150,150,150,150,150,NaN
max_mig_time_f,0,0,0,150,150,150,150,150,NaN
bear_err_mean_s,39.2452012322519,35.7951544221526,29.4451900553858,0.0556532546105295,-3.7116510340346,-9.2646098603512,-23.1234701799577,6.32171987542814,0.249712343653683
bear_err_sd_s,59.0603402321771,43.5164563186553,33.0284641189199,24.0147442946728,19.7216961077253,16.4234025778448,4.49621082521527,37.5246749441351,0.440767459363105
bear_err_mean_f,39.088881278138,30.8552365867786,24.9405159048182,-0.0044508472432593,2.27845276648997,3.17062862994702,-8.20485070072982,16.7356652040883,0.361953704242564
bear_err_sd_f,59.0914882451976,48.7049752288111,40.4454158461755,23.9233217662034,22.1138183977476,22.2434727831269,5.1158800277631,45.5612958739386,0.315545824834383
max_energy_s,4826.40959152126,4391.89897409725,4319.75889194242,2169.83802994643,2756.6182979014,2920.62824093264,1167.56443757516,5487.32332951758,0.104974658692227
max_energy_f,4833.21706819066,4265.30801390907,3798.85959511706,2180.52156833488,2333.24798406929,2154.90678001701,861.32433319092,4660.18392830798,0.214010142412416
recovery_rate_s,0.332917460612734,0.310360360453212,0.300506786230665,0.158158036961732,0.195869623372931,0.208357589029249,0.0844992752026521,0.385006061433317,0.0973534831198616
recovery_rate_f,0.334595043414792,0.304355336359452,0.277629842447544,0.158167253943691,0.17079484219479,0.166017436719974,0.0610282212817029,0.338658063729247,0.170251180011143
season,0,0,0,1,1,1,1,1,NaN
start_date,0,0,0,190,190,190,190,190,NaN
goal_radius,0,0,0,100,100,100,100,100,NaN
mig_con,1.89967367998324,1.87487030774355,1.77858319224324,0.00154453865252435,-0.0362454445566982,-0.10846415348351,-0.919899430545047,0.858683761698193,0.0637427833084842
migr_timing_lat_s,1.90087803530041,1.85692332452163,1.75045807086863,-0.00104761472903192,-0.00558575894683599,-0.0170071013271809,-0.894567231973633,0.855890838894993,0.0791318336255137
migr_timing_lat_f,1.90243988391012,1.70738055929542,1.4069894924527,0.00073456997051835,0.07130355713889,0.140438960399479,-0.645741470600478,0.761248021852225,0.260428934258416
