,timestamps,tagNo,event-id,utmEasting,utmNorthing,utmZone,stage
456,4/28/2015 16:00,469,2329710911,235365.3834,3716890.926,16N,springMigration
457,5/1/2015 16:00,469,2329710912,235239.4561,3716990.948,16N,springMigration
458,5/10/2015 15:59,469,2329710916,513587.9358,5001840.582,15N,breeding
459,5/12/2015 0:00,469,2329710917,513553.2027,5001814.69,15N,breeding
460,5/13/2015 16:00,469,2329710918,513591.5581,5001877.461,15N,breeding
461,5/19/2015 0:00,469,2329710920,513538.2415,5001902.687,15N,breeding
462,5/19/2015 16:00,469,2329710921,513579.9488,5001941.202,15N,breeding
463,5/22/2015 16:00,469,2329710922,513613.7928,5001857.312,15N,breeding
464,5/25/2015 16:00,469,2329710923,513485.7609,5001930.359,15N,breeding
465,5/26/2015 0:01,469,2329710924,513489.2282,5001848.125,15N,breeding
466,8/15/2014 4:00,472,2329710926,524525.8949,4350457.161,16N,breeding
467,8/22/2014 4:00,472,2329710927,524511.9841,4350466.428,16N,breeding
468,8/29/2014 4:00,472,2329710928,524570.2624,4350446.991,16N,breeding
469,9/5/2014 4:00,472,2329710929,524626.5632,4350775.353,16N,breeding
470,9/12/2014 4:00,472,2329710930,524588.6543,4350706.549,16N,breeding
471,9/19/2014 4:00,472,2329710931,524618.0249,4350836.286,16N,breeding
472,9/26/2014 4:00,472,2329710932,524712.1111,4350780.251,16N,breeding
473,10/2/2014 16:00,472,2329710933,524645.5144,4350797.065,16N,breeding
474,10/10/2014 16:00,472,2329710935,524610.9986,4351049.209,16N,breeding
475,10/14/2014 16:00,472,2329710936,533992.9658,4042516.623,16N,autumnMigration
476,10/22/2014 16:00,472,2329710938,803187.5529,2054316.844,14N,autumnMigration
477,10/26/2014 16:00,472,2329710939,384331.7211,1892199.706,15N,autumnMigration
478,10/30/2014 16:00,472,2329710940,669037.5298,1885378.342,15N,autumnMigration
479,11/15/2014 16:00,472,2329710944,688009.7041,1799669.388,15N,winter
480,11/29/2014 4:59,472,2329710945,688097.9671,1799355.47,15N,winter
481,12/13/2014 5:00,472,2329710946,687976.2752,1799683.3,15N,winter
482,12/27/2014 4:59,472,2329710947,688045.2281,1799716.33,15N,winter
483,1/10/2015 4:59,472,2329710948,688052.1588,1799719.622,15N,winter
484,1/24/2015 4:59,472,2329710949,688043.9309,1799754.024,15N,winter
485,2/7/2015 4:59,472,2329710950,688056.5666,1799712.986,15N,winter
486,2/21/2015 5:00,472,2329710951,687997.3642,1799723.256,15N,winter
487,3/7/2015 4:59,472,2329710952,688068.5014,1799657.754,15N,winter
488,3/21/2015 4:59,472,2329710953,688063.3444,1799797.353,15N,winter
489,4/4/2015 4:59,472,2329710955,688008.9829,1799718.409,15N,winter
490,4/7/2015 0:00,472,2329710956,688037.1955,1799793.863,15N,winter
491,4/7/2015 16:00,472,2329710957,688106.276,1799824.438,15N,winter
492,4/10/2015 16:00,472,2329710958,417893.1317,2766114.18,15N,springMigration
493,4/13/2015 16:00,472,2329710959,309544.5343,3397785.527,15N,springMigration
494,4/14/2015 0:00,472,2329710960,309530.2002,3397747.215,15N,springMigration
495,4/16/2015 16:00,472,2329710961,309548.3138,3397743.589,15N,springMigration
496,4/19/2015 16:00,472,2329710962,622011.3316,4028210.609,15N,springMigration
497,4/21/2015 0:00,472,2329710963,693909.9102,4075905.614,15N,springMigration
498,4/22/2015 16:00,472,2329710964,701599.3542,4098847.257,15N,springMigration
499,4/28/2015 0:00,472,2329710966,524688.9892,4350327.52,16N,breeding
500,5/1/2015 16:00,472,2329710968,524498.3178,4350337.44,16N,breeding
501,5/4/2015 16:00,472,2329710969,524556.1266,4350450.986,16N,breeding
502,5/5/2015 0:00,472,2329710970,524377.5578,4350495.993,16N,breeding
503,5/7/2015 16:00,472,2329710971,524655.4205,4350385.4,16N,breeding
504,5/10/2015 16:00,472,2329710972,524614.5826,4350391.708,16N,breeding
505,5/13/2015 16:00,472,2329710974,524543.9121,4350381.475,16N,breeding
506,5/16/2015 16:00,472,2329710975,524514.6943,4350372.238,16N,breeding
507,5/19/2015 0:00,472,2329710976,524528.2881,4350392.568,16N,breeding
508,5/19/2015 16:00,472,2329710977,524540.791,4350381.443,16N,breeding
509,5/22/2015 16:00,472,2329710978,524264.1149,4350562.859,16N,breeding
510,5/25/2015 16:00,472,2329710979,524562.9226,4350349.162,16N,breeding
511,5/28/2015 16:00,472,2329710981,524519.3266,4350388.034,16N,breeding
512,8/15/2014 4:00,474,2329710982,524605.8869,4350762.048,16N,breeding
513,8/22/2014 4:00,474,2329710983,524644.5995,4350955.628,16N,breeding
514,8/29/2014 4:00,474,2329710984,524467.0059,4350701.561,16N,breeding
515,9/5/2014 4:00,474,2329710985,524587.3351,4350733.901,16N,breeding
516,9/12/2014 4:00,474,2329710986,524540.0925,4350715.751,16N,breeding
517,9/19/2014 4:00,474,2329710987,524447.0919,4350678.692,16N,breeding
518,9/26/2014 4:00,474,2329710988,524599.7215,4350748.611,16N,breeding
519,10/2/2014 16:00,474,2329710989,524348.4479,4350982.486,16N,breeding
520,10/6/2014 16:00,474,2329710990,524654.0883,4350790.411,16N,breeding
521,10/10/2014 16:00,474,2329710991,524427.4361,4350799.086,16N,breeding
522,10/14/2014 16:00,474,2329710992,415491.9563,4046542.516,16N,autumnMigration
523,10/18/2014 16:00,474,2329710993,507628.198,3565184.87,16N,autumnMigration
524,10/22/2014 16:00,474,2329710994,316585.4935,3619430.224,16N,autumnMigration
525,10/26/2014 16:00,474,2329710995,316869.6948,3619519.021,16N,autumnMigration
526,10/30/2014 16:00,474,2329710996,783528.74,2706373.914,15N,autumnMigration
527,11/29/2014 4:59,474,2329711001,675056.164,1797865.204,15N,winter
528,12/13/2014 5:00,474,2329711002,675561.6184,1798009.732,15N,winter
529,12/27/2014 5:00,474,2329711003,675142.602,1798077.439,15N,winter
530,1/10/2015 5:00,474,2329711004,675184.3531,1797814.961,15N,winter
531,1/24/2015 5:00,474,2329711005,675129.6461,1797797.127,15N,winter
532,2/7/2015 5:00,474,2329711006,675057.0218,1797599.101,15N,winter
533,2/21/2015 5:00,474,2329711007,674772.0964,1797753.598,15N,winter
534,3/7/2015 5:00,474,2329711008,675061.394,1797778.066,15N,winter
535,3/21/2015 5:00,474,2329711009,675088.7055,1797834.302,15N,winter
536,3/31/2015 0:00,474,2329711010,674987.657,1797884.697,15N,winter
537,4/4/2015 5:00,474,2329711011,675123.2174,1797768.259,15N,winter
538,4/7/2015 0:00,474,2329711012,451863.5211,3268020.538,15N,springMigration
539,4/7/2015 16:00,474,2329711013,528528.534,3553736.487,15N,springMigration
540,4/10/2015 16:00,474,2329711014,248045.5347,3718996.835,16N,springMigration
541,4/13/2015 16:00,474,2329711015,529751.3817,4318396.445,16N,springMigration
542,4/14/2015 0:00,474,2329711016,529749.5157,4318420.597,16N,springMigration
543,4/16/2015 16:00,474,2329711017,524473.3143,4350567.818,16N,breeding
544,4/21/2015 0:00,474,2329711019,524685.085,4350512.231,16N,breeding
545,9/1/2015 3:54,671,2329711026,525138.3954,4349899.381,16N,breeding
546,9/8/2015 4:00,671,2329711027,525155.8268,4350047.671,16N,breeding
547,9/15/2015 4:00,671,2329711028,525147.4788,4349876.871,16N,breeding
548,9/22/2015 4:00,671,2329711029,524361.7217,4350161.067,16N,breeding
549,9/29/2015 4:00,671,2329711030,524387.0082,4350214.549,16N,breeding
550,10/6/2015 15:59,671,2329711032,523862.762,4350476.589,16N,breeding
551,10/10/2015 16:00,671,2329711033,416265.4647,3897729.517,16N,autumnMigration
552,10/14/2015 16:00,671,2329711034,750355.0858,3411292.989,15N,autumnMigration
553,10/18/2015 16:00,671,2329711035,300983.6128,2019875.028,15N,autumnMigration
